count,transcriptConsumer,classification,category,labels,transcriptConsumer_en,label,score
20,"שלום
כן
אני מחפשת הכוונה למרכז נפגעות תקיפה מינית באזור הגלבוע, ליד עפולה. יש כזה?
לא, תודה לך
תודה רבה",3.0,Information,2,"Hello
Yes
I am looking for a referral to a center for victims of sexual assault in the Gilboa area, near Afula. Is there one?
No thank you
Thank you",not relevant,0.789933443069458
8,"היי שירן, זאת ליאת
כן
לא רואים שמקלידה",0.0,not relevant,0,"Hi Sheeran, this is Liat
Yes
You can't see that you are typing",not relevant,0.7984293699264526
3,"היי
כן
היי",0.0,not relevant,0,"Hey
Yes
Hey",not relevant,0.8736668825149536
6,"שלום
כן
כן
לא רלוונטי. תודה.",0.0,not relevant,0,"Hello
Yes
Yes
Irrelevant. Thanks.",not relevant,0.843233585357666
6,אשמח עם אפשר לחזור אלי דחוף,0.0,not relevant,0,I would be happy if you could get back to me urgently,not relevant,0.6797106862068176
9,"שלום
אני מרגישה חור בלב
טוב תודה
לילה טוב",0.0,not relevant,0,"Hello
I feel a hole in my heart
Well thank you
Good night",not relevant,0.6776278614997864
245,"תיפרדי
גם ככה אף אחד לא יבין
עובר עליי 23 שנה חרא 8 7 שנים גיהנום
אתם יודעים תסיפור שליי
עברתי פדופיליה בבית ספר
אונס לפני שנתיים מהידיד הכי טוב שליי בלעתי 100 כדורים הייתי מאושפזת 3 חודשים במחלקה פסיכיאטרית
!
ועוד איך אף ניפגעת עבירה לא אומרים לה להיתקשר פעם בשבוע
אני בפחאשבקים במצב חרא
פוסט טראומה פעילה
מדינה ישראל רצחה אותי הפכתי לחולה על ידי אנשים מטעם המדינה כמו משרד החינוך רצחו אותי 
היחידי האדם הפרטי פגע בי זה הידיד האנס חוץ ממנו כולם עובדי מדינה
השירות לאומי זה היתעללות גם עכשיו בסבל
פיטרו אותי לא בחוק ב 24 אפריל בגלל טיפולי DBT בית עינבל אני חודשיים בבית 
הרכזת היתעללה בי ניכנסה לפסיכיאטרית בלי רשות ביקשה דוח כשרות פסיכיאטרית
היו שואלים אותי כמה נאנסתי ביום שירות טראומאטי בה״ח ברזילי אגב שם אושפזתי במחלקה פסיכיאטרית אהל הטראומה היא מהשירות לאומי שם באורולוגיה
האחות אחראית הייתה שואלת כמה נאנסתי ביום
אחוזי נכות וכו
עברתי לאחרת אבל יצא לי מיזה ocd
מספיק יש לי פוסט טראומה מורכבת הפרעת אישיות גבולית הפרעות אכילה (בולמיה אנורקסיה ) 
והפרעת חרדה 
עכשיו ocd
כן
איש מקצוע לא רק סל שיקום פסיכיאטר אבל לא טיפול לניפגעות עבירה
אני בהמתנה לאישפוז עבירות מין באר יעקוב המתנה שנה
!
אישפוז יום כן :(
סל שיקום הזה עשו פאשלות הם אחרונים מבינים בשיקום
אין להם הבנה לניפגעות עבירה מין אחרי האישפוז שלחו אותי להוסטל מעורב צעירים לא מתאים בכלל !!!
עכשיו אני בבית
למרות אמרתי בוועדה עברתע אונס !!!
האנס בחור צעיר
נדבר מחר",1.0,Emotional Assistance,1,"say goodbye
No one will understand anyway
I've been going through 23 years of shit, 8 7 years of hell
You know my story
I went through pedophilia at school
I was raped two years ago by my best friend. I swallowed 100 pills. I was hospitalized for 3 months in a psychiatric ward.
!
And what's more, even if a crime is committed, they don't tell her to call once a week
I'm in Pashbakim in a shit state
Active post-traumatic stress disorder
The state of Israel murdered me. I became ill by people on behalf of the state, such as the Ministry of Education. They murdered me
The only private person who hurt me is my friend Hans, except for him, all are civil servants
National service is abuse even now in suffering
I was fired illegally on April 24 because of DBT treatments at Beit Einval. I've been at home for two months
The coordinator abused me and went psycho Yatrit without permission requested a psychiatric kosher report
They used to ask me how much I was raped on the day of the trauma service at Barzilai Hospital, by the way, there I was hospitalized in the psychiatric ward of Ehel. The trauma is from the national service there in urology
The nurse in charge would ask how many times I was raped per day
Disability percentages etc
I moved to another but I got rid of ocd
Enough, I have complex post-traumatic stress disorder, borderline personality disorder, eating disorders (bulimia, anorexia)
and anxiety disorder
now ocd
Yes
A professional not only a psychiatrist rehabilitation basket but not treatment for crime victims
I am waiting for hospitalization for sex offenses in Beer Yaakov, the wait is a year
!
Day hospitalization yes :(
This rehabilitation basket made mistakes, they are the last to understand rehabilitation
They have no understanding for victims of sex crimes after the charge They sent me to a mixed youth hostel, not suitable at all!!!
I'm home now
Even though I said in the commission he committed rape!!!
Hans raped a young man
We'll talk tomorrow",Emotional Assistance,0.5866237878799438
1,,0.0,not relevant,0,,,
38,"אפשר לשאול שאלה?
תודה
אם גבר הכניס לתוכי את היד שלו 
זה נקרא אונס?
תןדה
ערב טוב
איך אני יכולה להרגיש?
אל תדאגי , פעם ראשונה זה לא
תודה על הזמינות
ערב טוב
הסתדרתי
תודה בכל זאת
בהצלחה",1.0,Emotional Assistance,1,"May I ask a question?
Thanks
If a man put his hand inside me
Is that called rape?
swing
good evening
How can I feel?
Don't worry, it's not the first time
Thanks for the availability
good evening
I managed
Thanks anyway
Successfully",not relevant,0.7947932481765747
145,"אתם יודעים תסיפור שליי
עברתי פדופיליה בבית ספר
אונס לפני שנתיים מהידיד הכי טוב שליי בלעתי 100 כדורים הייתי מאושפזת 3 חודשים במחלקה פסיכיאטרית
אתם יודעים תסיפור שליי
עברתי פדופיליה בבית ספר
אונס לפני שנתיים מהידיד הכי טוב שליי בלעתי 100 כדורים הייתי מאושפזת 3 חודשים במחלקה פסיכיאטרית
נישמע שהקו סיוע הזה פשוט נוראי אומרים לי לחייג פעם בשבוע
בלי בושה
!
אני רוצה להיתלונן עליכם
על זה בחוצפה אומרים לי להיתקשר פעם בשבוע 
מישהיא בשם שירלי אמרה את זה 
אני ניפגעת עבירות מין מותר לי להיתקשר על פי חוק 24/7 כול השבוע לא פעם בשבוע זה אפליה  !!!!! לא יחייג יותר אבל חוצפה להגיד ניפגעת עבירות מין לחייג פעם בשבוע
דיברתי בטלפון בקו 1202
אומרים לי לחייג פעם בשבוע בלי בושה
אני רוצה יטפלו בזה מגיע לי לדבר בקו סיוע
1202
בצהריים
שטויות
אף אחד לא יגידו לו להיתקשר פעם בשבוע
אני בדיכאון פלאשבקים",1.0,Emotional Assistance,1,"You know my story
I went through pedophilia at school
I was raped two years ago by my best friend. I swallowed 100 pills. I was hospitalized for 3 months in a psychiatric ward.
You know my story
I went through pedophilia at school
I was raped two years ago by my best friend. I swallowed 100 pills. I was hospitalized for 3 months in a psychiatric ward.
It sounds like this helpline is just terrible, they tell me to call once a week
Shamelessly
!
I want to complain about you
About this they rudely tell me to call once a week
Someone named Shirley said it
I am a victim of sexual offenses, I am allowed to call according to the law 24/7 all week, not once a week, this is discrimination!!!!! Won't call again, but has the audacity to say you've been victimized by sexual offenses, call once a week and
I spoke on the phone on line 1202
They tell me to call once a week without shame
I want it taken care of, I deserve to talk to a helpline
1202
in the afternoon
Nonsense
No one will be told to call once a week
I'm depressed flashbacks",not relevant,0.680800199508667
390,"הראש רץ. צריך לאכול גם אם לא רוצה. הראש רץ. מחשבות. רעש.חוסר יכולת לדבר.
הספק שחונק.מה הבינו.בעיקר מה לא. והמילים האסורות שלי. שממלאות את הבטן והגרון. וחייב לאכול כי אכלתי היום מעט.
לא מסוגלת לנהל שיחה עם מישהו חיצוני גם אם ברמזים. רק בטיפול. הכל טריגר. הכל בלאגן בראש. מחר הטיפול.עד מחר לא אדע להסביר. רציתי לצעוק לה. ולשתוק. בו זמנית. למישהי החיצונית.
לא מסוגלת לשמוע את עצמי באף מקום. מרגישה מטורגרת ומודחקת בו זמנית
אני בת
מכינה טוסט בכוח.. צריכה לקום להכין
מטורגרת ומדחיקה ומבולבלת
לא בגלל הטיפול. בגלל איזו שיחה שהייתה היום שעוררה בי קצת. ובאמת שלא דיברנו הרבה.ממקום טוב. שיחה עם מישהי.
אין לי את היכולת לשוחח על זה בחוץ.אין לי כרגע.
טוב ומציף ביחד
סליחה שאת לא מבינה ממני כלום
קשה לי להיות ברורה
אני רוצה לצעוק את זה כאן ומפחדת
שאז בכלל לא אוכל לאכול
זה כל כך חונק
ומתחיל לשרוף
וחייב להרגע ולאכול.לשתוק.
לא מסוגלת
מרגישה שכלום לא מוגן
לא מוגנת מהמחשבות וההתקפות שלי
אולי מחר. אולי אחרי האוכל.אולי.
כרגע מחממת לחם...
מפחדת לפתוח כרגע קצת
אשים גבינה ו..
( בהמה מפגרת שקרנית...)
לא את
אמרתי לה ש... שנרתעתי קצת.. לעבוד במעבדה בגלל שהמודל קשור למע. רבייה. היא אמרה שאתגר על זה. בלי להבין. את הרמז שלי. שלא רציתי לרמוז. 
אחר כך דיברנו על משהו קשה אחר. רצתה לדעת שאני מקבלת עזרה.
אף אחד לא מבין למה.כשאני מדברת על המודל אני מאבדת את עצמי. ואני כועסת על עצמי נורא
עד כמה רמזתי.עד כמה כן.כמה לא. המילים לא יצאו. לא רוצה שיצאו. הקצת שיצא עשה טריגר רע ובכלל לא דיברתי על זה
אוף טיפשה.אני יודעת שלא מובנת.
שאתגבר*
למחוק הכל כי זה כל כל טיפשי והטוסט מוכן.
אולי את אמורה להבין ואולי גם לא
לא כועסת.רק עליי.לא מבינה.
צריכה לאכול ולשדר בבית שהכל רגיל.. אנסה לחזור.....
תודה....תודה רבה.
תודה.... הצלחתי לסיים אחד
הכל מסתובב לי בראש ומשתיקה כל רגע. מרגישה ששוב.. לא מאמינה לי ונדבקתי למשהו... שבכלל מעולם לא היה דבר שנקרא פמ..... תמונות באות והולכות.כועסת על שאמרתי אפילו מילה שלגיטימית... כל מני דברים...
מכינה עוד טוסט קטן.
כי צריך..
אני נגעלת מעצמי שתיארתי לה את המודל למרות ששתינו מהתחום.אמרתי לה איזו מילה ו. בטיפול לא הצלחתי להגיד אותה. ואולי זה רק אומר כמה אני שקרנית.אמרתי את זה כדי להסביר ובניתוק.
שוב הכל מבלבל אותי.עד מחר זה יעבור ולא אצליח להגיד דבר.חוסר אונים.בלבול.
לא לה אלא במקום אחר
תושה..
תודה..
מתארגנת לשינה
תודה לילה טוב..",1.0,Emotional Assistance,1,"The head is racing. You have to eat even if you don't want to. The head is racing. thoughts Noise. Inability to speak.
The suffocating doubt. What did they understand. Mainly what they didn't. And my forbidden words. that fill the stomach and throat. And must eat because I ate a little today.
Unable to have a conversation with someone outside even if with hints. only in treatment. Everything is a trigger. Everything is a mess in the head. Tomorrow is the treatment. I won't know how to explain until tomorrow. I wanted to shout at her. and shut up. At the same time. to someone outside.
I can't hear myself anywhere. Feeling agitated and repressed at the same time
I am a girl
Making toast by force.. need to get up to make it
Tortured and repressed and confused
Not because of the treatment. Because of some conversation that happened today that woke me up a bit. And we really didn't talk much. From a good place. A conversation with someone.
I do not have The ability to talk about it outside. I don't have it right now.
Good and overwhelming together
Sorry you don't understand anything from me
It's hard for me to be clear
I want to shout it here and I'm scared
Then I won't be able to eat at all
It's so suffocating
and starts to burn
And must calm down and eat. Shut up.
not able
I feel that nothing is protected
Not protected from my thoughts and attacks
maybe tomorrow. Maybe after the meal. Maybe.
Currently heating bread...
Afraid to open right now a bit
I will put cheese and..
(Lying retarded animal...)
Not the
I told her that... that I was a little reluctant... to work in the lab because the model is related to the saliva. reproduction She said challenge it. without understanding You're my clue. which I didn't want to imply.
Then we talked about something else difficult. She wanted to know that I was getting help.
No one understands why. When I talk about the model I lose myself. And I'm terribly angry with myself
How much I hinted. How much yes. How much no. The words didn't come out. I don't want them to leave. The bit that came out made a bad trigger and I didn't talk about it at all
Oh stupid. I know I don't understand.
I will overcome*
Delete everything because it's all stupid and the toast is ready.
Maybe you should understand and maybe not
Not mad. Only at me. Don't understand.
I need to eat and broadcast at home, everything is normal... I'll try to come back.....
Thank you....thank you very much.
Thanks.... I managed to finish one
Everything is spinning in my head and I am silent every moment. I feel that again.. I don't believe myself and I got attached to something... that there was never a thing called PM..... Pictures come and go. Angry that I even said a legitimate word... all sorts of things...
Mecca Here's another little toast.
Because you need to..
I'm disgusted with myself for describing the model to her even though we were both from the field. I told her what a word and. I couldn't say it during the treatment. And maybe it just means how much of a liar I am. I said it to explain and in isolation.
Everything is confusing me again. Until tomorrow it will pass and I won't be able to say anything. Helplessness. Confusion.
Not to her but somewhere else
Tired..
Thanks..
Getting ready for sleep
Thank you goodnight..",,
2,תודה רבה!,0.0,not relevant,0,Thank you!,not relevant,0.733876645565033
4,אמורים להתקשר אלי כאילו?,0.0,not relevant,0,Are you supposed to call me?,not relevant,0.6906096339225769
65,"שלום! באילו שפות אתם נותנים מענה?
יש ברוסית?אנגלית?
אני הייתי בקנס לנשים, שם הם סיפרו שיש קו טלפוני 1202, אני בודקת בשביל הקהילה שלי באילו שפות נשים יוכלו לקבל עזרה אם הן יתקשרו לקו החם הזה.
אילת
הבנתי, בעיקר זה עברית. תודה רבה!

על מה בדיוק?
פשוט רציתי לתלות את המספר של קו טלפוני בקהילה למקרה הצורך ורציתי לדעת באילו שפות להדפיס את המודעה
תודה",0.0,not relevant,0,"Hello! In which languages ​​do you respond?
Is there Russian? English?
I was at the women's fine, where they said there was a 1202 hotline, I'm checking for my community in which languages ​​women can get help if they call this hotline.
Eilat
I understand, mainly it's Hebrew. Thank you!

About what exactly?
I just wanted to hang the number of a telephone line in the community in case of need and I wanted to know in which languages ​​to print the ad
Thanks",not relevant,0.7558006644248962
118,"היי
היי
אני לא יודעת מה לעשות
שעות מעצבנות כאלט
כאלו
ריק אחד גדול
אני מבינה שסה זמני אבל זה עדיין ממש מכביד עליי
ביום שני יש לי ראיון קבלה ללימודים בחול. כרגע לא בשלב הפאניקה. התכוננתי אליו הרבה זמן. היום לא למדתי. מחר אלמד. אבל לא יודעת..
תקשיבי אני רק היום קיבלתי את ההודעה על התאריך
אני חיכיתי חודשיים
הוציאו לי את האוויר לגמרי
אני כתבתי לך ההפך
אני לא בשלב הפאניקה
השעות האלה של להיות בבית
חסרת מעש
מאד
כן...
כן.
כן כל כץ
הייתי רוצה לברוח לעולם אחר
כן
כן...
נכון
אין לי כוח
אני לא יודעת איך
אין לי כוח לעבור את זה כל יום מחדש
כן
חוסר אונים כבר
כן...
אני פשוט טובעת",1.0,Emotional Assistance,1,"Hey
Hey
I do not know what to do
Annoying hours as usual
such
One big blank
I understand it's temporary but it's still really weighing on me
On Monday I have an interview for admission to study abroad. Not in the panic phase right now. I prepared for it for a long time. I didn't study today. I will study tomorrow. But don't know..
Listen, I just received the message about the date today
I waited two months
I was completely blown away
I wrote you the opposite
I'm not at the panic stage
Those hours of being at home
idle
very
Yes...
Yes.
Yes every Katz
I would like to escape to another world
Yes
Yes...
Right
I have no power
I do not know how
I don't have the strength to go through this every day
Yes
Helplessness already
Yes...
I'm just drowning",Emotional Assistance,0.5770156979560852
58,"היי מה קורה אני אשמח לעזרה
כן
היי מה קורה
אני רוצה סיוע ותמיכה
מה צריך להגיד על מה שעברתי?
טוב ככה אני הייתי בקשר אלים ונפולציות רגשיות ולא ידעתי אתזה בכלל הטריד אותי עשה מעשים לא טובים ויש לי סיוטים  לא ישנה טוב

איך מרפים אתזה?
איך עוזרים לי אם זה
איך מטפלים בזה
לא
אוקי בסדרר",1.0,Emotional Assistance,1,"Hi, what's going on, I'd love to help
Yes
Hey what's going on
I want help and support
What should be said about what I went through?
Well, that's how I was in a violent and emotional relationship and I didn't know it at all, he was bothering me, he did bad things and I have nightmares, I don't sleep well

How do you loosen it?
How do you help me if this
How do you handle it?
No
OK in order",not relevant,0.4181845784187317
2,السلام عليكم,0.0,not relevant,0,peace be upon you,not relevant,0.7625212073326111
161,"אני רוצה להיתלונן עליכם
על זה בחוצפה אומרים לי להיתקשר פעם בשבוע
כן
אני רוצה להיתלונן עליכם
על זה בחוצפה אומרים לי להיתקשר פעם בשבוע
אני רוצה להיתלונן עליכם
על זה בחוצפה אומרים לי להיתקשר פעם בשבוע 
מישהיא בשם שירלי אמרה את זה 
אני ניפגעת עבירות מין מותר לי להיתקשר על פי חוק 24/7 כול השבוע לא פעם בשבוע זה אפליה  !!!!! לא יחייג יותר אבל חוצפה להגיד ניפגעת עבירות מין לחייג פעם בשבוע
זה המנהלת שלכם
אוסרת עלייי להיתקשר
אני לא יכולה להיתקשר למה בקמתם קו הזה
מכירים אותי בקו מתנהגות לא יפה בגלל מה המצוקה שליי ?!
גם אני לא יודעת מה בגלל היתקשרתי
אז אני מתקשרת כול יום פעם ביום ומה עכשיו פעם בשבוע זה חוצפה
אני לא אשמה עברתי פדופיליה אונס
כן היום היתקשרתי ענתה משהיא חוצפה
אמרה פעם בשבוע
אז אני לא יתקשר פעם בשבוע אם לא נותנים לי להיתקשר כמו כול ניפגעת עבירות מין אז אני לא יתקר בכלל
יתקשר
אני שנה מתקשרת לקו סיוע",1.0,Emotional Assistance,1,"I want to complain about you
About this they rudely tell me to call once a week
Yes
I want to complain about you
About this they rudely tell me to call once a week
I want to complain about you
About this they rudely tell me to call once a week
Someone named Shirley said it
I am a victim of sexual offenses, I am allowed to call according to the law 24/7 all week, not once a week, this is discrimination!!!!! Won't call anymore, but has the audacity to say you've been victimized for sexual offenses to call once a week
This is your manager
Forbids me to call
I can't tell you why they set up this line
Do you know me in the line of misbehaving because of what is my predicament?!
I don't know why I called either
So I call every day, once a day, and now once a week watch
I'm not guilty, I've been pedophilia, rape
Yes, I called today, she answered, being cheeky
She said once a week
So I won't call once a week if they don't let me call like every sexual offense victim then I won't call at all
will call
I've been calling the helpline for a year",Emotional Assistance,0.546755313873291
12,"עברתי פגיעה מינית ואין לי מי לדבר על זה
כן
אוקי תודה",1.0,Emotional Assistance,1,"I have been sexually assaulted and I have no one to talk to about it
Yes
Ok thank you",not relevant,0.7083415985107422
85,"היי
אוף
אני לא יודעת מה להגיד
אני מפחדת
אני מפחדת ששום דבר לא קרה ואני ממציאה הכל
לא יודעת מה להגיד בקשר לזה
כן
לגמרי
על סף בטוחה
וזה מפחיד לא פחות מלהיות בטוחה שזה קרה
לא.. אין לי זכרונות
אבל אני לא זוכרת שום דבר ואין לי הוכחות שמשהו קרה
אני כאילו מחפשת שיגידו לי שזה לא קרה ומצד שני זה הפחד הכי גדול שלי, שזה לא קרה
זה כל החיים יהיה ככה
אני לא אוכל לדעת אף פעם אם היה או לא",1.0,Emotional Assistance,1,"Hey
Ugh
I do not know what to say
I'm scared
I'm afraid that nothing happened and I'm making everything up
I don't know what to say about that
Yes
Completely
On the brink of safety
And it's just as scary as being sure it happened
No.. I have no memories
But I don't remember anything and I have no proof that anything happened
It's like I'm looking for them to tell me that it didn't happen and on the other hand it's my biggest fear, that it didn't happen
It will be like this all my life
I will never know if there was or not",not relevant,0.379692405462265
119,"יש מישהי לדבר איתה?
אני לא ממש יודעת מה לעשות עם עצמי כרגע
יש לי פלאשבקים חזקים ואני לא מצליחה להירגע כבר המון זמן ולא מצליחה להפסיק לבכות ואני לא יודעת מה לעשות
אני מרגישה כאילו אני יוצאת מדעתי
בחדר שלי
אני לא יודעת
אני מפחדת
הכל מפחיד
אני לא מבינה מה קורה לי עכשיו ובכלל
אני לא יודעת מה לעשות כדי להרגע
ואני בהריון בגלל מה שקרה וזה תזכורת תמידית ובלתי פוסקת של מה שקרה וטריגר תמידי שמעלה פלאשבקים וסיוטים וחרדות בלי סוף והכל ביחד עכשיו וזה מפחיד כלכך
אני לא יודעת
אני רק רוצה שזה יגמר
איך גורמים לו ללכת? אני לא מסוגלת יותר
?
לא
אין לי מושג מה יכול לעזור
היו לי בעבר
זה עינוי",6.0,High Risk,3,"Is there someone to talk to?
I don't really know what to do with myself right now
I have strong flashbacks and I can't relax for a long time and I can't stop crying and I don't know what to do
I feel like I'm going out of my mind
in my room
I do not know
I'm scared
Everything is scary
I don't understand what is happening to me now and at all
I don't know what to do to calm down
And I'm pregnant because of what happened and it's a constant and incessant reminder of what happened and a constant trigger that brings up flashbacks and nightmares and endless anxieties and it's all together now and it's so scary
I do not know
I just want it to end
How do you make him go? I can't do it anymore
?
No
I have no idea what can help
I have had before
It's torture",not relevant,0.6290385127067566
240,"אני מתקשה להכיל את עצמי
יש ככ הרבה בלאגן בראש כי לא מפסיקה לעשן לא מסוגלת להיות נוכחת או להיות בחברת אנשים
חיה בניתוק בעולם מקביל, 
חלק אחד מתפקד ביום 
ועם רדת החשכה- חלק אחר מופיע
הוא מזכיר לי את עצמי כשהייתי קטנה יותר 
התקף זעם ועצבים, בתוך עצמי- אני הופכת רהיטים, אלימה, צורחת מבועתת מתוסכלת
אבל כלום לא יכול לצאת החוצה
הכל אצור בפנים ולוחץ וכואב
באמת כואב לחסום אותו
אבל אני לא מעיזה לתת לו אפילו לא פתח
כי אז אני מזכירה לעצמי אותו
כי אני יודעת שאני דומה לו
כי כל השנים אומרים לי את זה 
גם אחותי הקטנה שגם נפגעת ממנו אמרה לי את זה רק לפני שבועיים
כי אני יודעת שאם זה נפתח- אני לא מצליחה לעצור
ואני לבדדדדדדד
זה משאיר אותי לבדדד
הפסיכיאטרית אמרה לי לבדוק בטא
בגלל שאני מקיאה
וזה מכניס אותי לסחרור שאני לא מסוגלת לעמוד בו שוב לא יכולה
איפה הקו האדום?? למה אף אחד לא יכול לבוא ולומר- זהו סבלת מספיק יאללה המתת חסד
אני לא מצליחה להרוג את עצמי
ואני מנסה כבר 7 שנים
משהו חוסם אותי
וכולם אומרים לי- שזה טוב שאני לא מצליחה, שזה סימן שאני כן רוצה להישאר
לא
זה סימן שאני פשוט מפחדת
אני צריכה עזרה
ואף אחד לא מוכן לעזור לי בזה
כואב לי
הגוף והנפש
אני עייפה
אני רוצה שזה יפסיק לכאוב 
ועדיין להישאר אני 
לא מרגישה שאפשרי
אני לא מרגישה חזקה
זה לא באמת חזק אם אין ברירה אחרת
לא בחרתי הזה",1.0,Emotional Assistance,1,"I have trouble containing myself
There is so much mess in my head because I don't stop smoking, I can't be present or be in the company of people
living in isolation in a parallel world,
One part functions per day
And as darkness falls, another part appears
He reminds me of myself when I was younger
Tantrum and nerves, inside myself - I turn over furniture, violent, scream terrified and frustrated
But nothing can come out
Everything is stored inside and pressing and painful
It really hurts to block him
But I dare not give him even an opening
Because then I remind myself of him
Because I know I look like him
Because all these years they tell me that
My little sister who was also hurt by him told me this just two weeks ago
Because I know that if it opens, I can't stop
Van J. LBDDDDDDD
It leaves me alone
The psychiatrist told me to test beta
Because I'm throwing up
And it puts me in a tizzy that I can't stand, I can't again
Where is the red line?? Why can't anyone come and say - this is enough suffering, let's euthanize
I can't kill myself
And I've been trying for 7 years
Something is blocking me
And everyone tells me that it's good that I'm not successful, that it's a sign that I do want to stay
No
It's a sign that I'm just scared
I need help
And no one is willing to help me with this
I'm in pain
the body and the mind
I'm tired
I want it to stop hurting
and still remain me
I don't feel it's possible
I don't feel strong
It's not really strong if there's no other choice
I didn't choose this one",Emotional Assistance,0.6047799587249756
119,"היי
אני לא יודעת מאיפה להתחיל
קשה לי מאוד
אני לא יודעת מה אני מרגישה מה אני עוברת
לא מעניין אותי כבר נשבר לי כבר
זה בסדר כולם נפרדים ממני הכל טוב
אני חרא של בן אדם 
אני בן אדם דפוק 
אני בן אדם שלא שווה כלום
אני אפס מאופס 
זה נכון שכולם מחרבנים עלי
נכון שאני סמרטוט ריצפרה
נכון שאני כלום ושום דבר
נכון שרשום עלי זונה
נכון שמגיע לי שיפגעו בי כל החיים וירמסו אותי
כןןן מגיע לי
אני כן אשמה וכל החיים שלי אני ישאר אשמה
לי כן
לי מגיע את כל הרע שיש בעולם
את לא צריכה להתנצל 
הכל בסדר
לא מגיע לי כלום ושום דבר לא טוב ולא רע
לא מעניין אותי
הכל טוב",1.0,Emotional Assistance,1,"Hey
I don't know where to start
It's very difficult for me
I don't know what I feel, what I'm going through
I don't care, I'm already broke
It's okay, everyone is saying goodbye to me, everything is fine
I'm a piece of shit
I'm a screwed up person
I am a worthless person
I am zero from zero
It's true that everyone sucks at me
It's true that I'm a rip-roaring rag
It is true that I am nothing and nothing
It is true that it is written that I am a prostitute
It's true that I deserve to be hurt and trampled on all my life
Yes, I deserve it
I am guilty and all my life I will remain guilty
To me yes
I deserve all the bad things in the world
You don't have to apologize
Everything is fine
I deserve nothing and nothing good or bad
does not interest me
All is well",Emotional Assistance,0.45066559314727783
27,"ערב טוב
צריך עזרה
ערב טוב
אני שי
היום הגוף שלי קרס ורוב היום הייתי במיטה
תקופה קשה
הבעיה שזה תקופה ארוכה
יש תחושות קשות של בדידות",1.0,Emotional Assistance,1,"good evening
Need Help
good evening
I'm Shay
Today my body collapsed and I was in bed most of the day
A difficult time
The problem is that it is a long time
There are difficult feelings of loneliness",not relevant,0.6848558187484741
